fecha,sku,nombre,cantidad
2024-08-13,SKU-002,Arroz 5kg,79
2024-08-13,SKU-003,Leche Entera 1L,85
2024-08-13,SKU-004,Azucar 2kg,38
2024-08-13,SKU-005,Sal 1kg,27
2024-08-14,SKU-001,Aceite de Oliva 1L,20
2024-08-14,SKU-002,Arroz 5kg,62
2024-08-14,SKU-003,Leche Entera 1L,100
2024-08-14,SKU-004,Azucar 2kg,38
2024-08-14,SKU-005,Sal 1kg,27
2024-08-15,SKU-001,Aceite de Oliva 1L,18
2024-08-15,SKU-002,Arroz 5kg,64
2024-08-15,SKU-003,Leche Entera 1L,108
2024-08-15,SKU-004,Azucar 2kg,37
2024-08-15,SKU-005,Sal 1kg,25
2024-08-16,SKU-001,Aceite de Oliva 1L,21
2024-08-16,SKU-002,Arroz 5kg,62
2024-08-16,SKU-003,Leche Entera 1L,85
2024-08-16,SKU-004,Azucar 2kg,40
2024-08-16,SKU-005,Sal 1kg,23
2024-08-17,SKU-001,Aceite de Oliva 1L,25
2024-08-17,SKU-002,Arroz 5kg,68
2024-08-17,SKU-003,Leche Entera 1L,75
2024-08-17,SKU-004,Azucar 2kg,39
2024-08-17,SKU-005,Sal 1kg,25
2024-08-18,SKU-001,Aceite de Oliva 1L,16
2024-08-18,SKU-002,Arroz 5kg,52
2024-08-18,SKU-003,Leche Entera 1L,65
2024-08-18,SKU-004,Azucar 2kg,24
2024-08-18,SKU-005,Sal 1kg,17
2024-08-19,SKU-001,Aceite de Oliva 1L,18
2024-08-19,SKU-002,Arroz 5kg,61
2024-08-19,SKU-003,Leche Entera 1L,105
2024-08-19,SKU-004,Azucar 2kg,37
2024-08-19,SKU-005,Sal 1kg,24
2024-08-20,SKU-001,Aceite de Oliva 1L,18
2024-08-20,SKU-002,Arroz 5kg,68
2024-08-20,SKU-003,Leche Entera 1L,89
2024-08-20,SKU-004,Azucar 2kg,32
2024-08-20,SKU-005,Sal 1kg,24
2024-08-21,SKU-001,Aceite de Oliva 1L,20
2024-08-21,SKU-002,Arroz 5kg,59
2024-08-21,SKU-003,Leche Entera 1L,115
2024-08-21,SKU-004,Azucar 2kg,41
2024-08-21,SKU-005,Sal 1kg,25
2024-08-22,SKU-001,Aceite de Oliva 1L,21
2024-08-22,SKU-002,Arroz 5kg,69
2024-08-22,SKU-003,Leche Entera 1L,98
2024-08-22,SKU-004,Azucar 2kg,41
2024-08-22,SKU-005,Sal 1kg,28
2024-08-23,SKU-001,Aceite de Oliva 1L,21
2024-08-23,SKU-002,Arroz 5kg,68
2024-08-23,SKU-003,Leche Entera 1L,115
2024-08-23,SKU-004,Azucar 2kg,35
2024-08-23,SKU-005,Sal 1kg,22
2024-08-24,SKU-001,Aceite de Oliva 1L,23
2024-08-24,SKU-002,Arroz 5kg,55
2024-08-24,SKU-003,Leche Entera 1L,132
2024-08-24,SKU-004,Azucar 2kg,40
2024-08-24,SKU-005,Sal 1kg,25
2024-08-25,SKU-001,Aceite de Oliva 1L,14
2024-08-25,SKU-002,Arroz 5kg,53
2024-08-25,SKU-003,Leche Entera 1L,55
2024-08-25,SKU-004,Azucar 2kg,22
2024-08-25,SKU-005,Sal 1kg,16
2024-08-26,SKU-001,Aceite de Oliva 1L,19
2024-08-26,SKU-002,Arroz 5kg,58
2024-08-26,SKU-003,Leche Entera 1L,100
2024-08-26,SKU-004,Azucar 2kg,37
2024-08-26,SKU-005,Sal 1kg,23
2024-08-27,SKU-001,Aceite de Oliva 1L,25
2024-08-27,SKU-002,Arroz 5kg,55
2024-08-27,SKU-003,Leche Entera 1L,72
2024-08-27,SKU-004,Azucar 2kg,38
2024-08-27,SKU-005,Sal 1kg,24
2024-08-28,SKU-001,Aceite de Oliva 1L,21
2024-08-28,SKU-002,Arroz 5kg,60
2024-08-28,SKU-003,Leche Entera 1L,76
2024-08-28,SKU-004,Azucar 2kg,33
2024-08-28,SKU-005,Sal 1kg,23
2024-08-29,SKU-001,Aceite de Oliva 1L,22
2024-08-29,SKU-002,Arroz 5kg,61
2024-08-29,SKU-003,Leche Entera 1L,110
2024-08-29,SKU-004,Azucar 2kg,38
2024-08-29,SKU-005,Sal 1kg,26
2024-08-30,SKU-001,Aceite de Oliva 1L,23
2024-08-30,SKU-002,Arroz 5kg,69
2024-08-30,SKU-003,Leche Entera 1L,110
2024-08-30,SKU-004,Azucar 2kg,34
2024-08-30,SKU-005,Sal 1kg,23
2024-08-31,SKU-001,Aceite de Oliva 1L,14
2024-08-31,SKU-002,Arroz 5kg,65
2024-08-31,SKU-003,Leche Entera 1L,82
2024-08-31,SKU-004,Azucar 2kg,37
2024-08-31,SKU-005,Sal 1kg,25
2024-09-01,SKU-001,Aceite de Oliva 1L,11
2024-09-01,SKU-002,Arroz 5kg,40
2024-09-01,SKU-003,Leche Entera 1L,62
2024-09-01,SKU-004,Azucar 2kg,23
2024-09-01,SKU-005,Sal 1kg,17
2024-09-02,SKU-001,Aceite de Oliva 1L,16
2024-09-02,SKU-002,Arroz 5kg,63
2024-09-02,SKU-003,Leche Entera 1L,63
2024-09-02,SKU-004,Azucar 2kg,26
2024-09-02,SKU-005,Sal 1kg,25
2024-09-03,SKU-001,Aceite de Oliva 1L,16
2024-09-03,SKU-002,Arroz 5kg,59
2024-09-03,SKU-003,Leche Entera 1L,68
2024-09-03,SKU-004,Azucar 2kg,29
2024-09-03,SKU-005,Sal 1kg,23
2024-09-04,SKU-001,Aceite de Oliva 1L,18
2024-09-04,SKU-002,Arroz 5kg,69
2024-09-04,SKU-003,Leche Entera 1L,102
2024-09-04,SKU-004,Azucar 2kg,34
2024-09-04,SKU-005,Sal 1kg,25
2024-09-05,SKU-001,Aceite de Oliva 1L,23
2024-09-05,SKU-002,Arroz 5kg,65
2024-09-05,SKU-003,Leche Entera 1L,86
2024-09-05,SKU-004,Azucar 2kg,39
2024-09-05,SKU-005,Sal 1kg,27
2024-09-06,SKU-001,Aceite de Oliva 1L,21
2024-09-06,SKU-002,Arroz 5kg,73
2024-09-06,SKU-003,Leche Entera 1L,111
2024-09-06,SKU-004,Azucar 2kg,39
2024-09-06,SKU-005,Sal 1kg,21
2024-09-07,SKU-001,Aceite de Oliva 1L,16
2024-09-07,SKU-002,Arroz 5kg,62
2024-09-07,SKU-003,Leche Entera 1L,62
2024-09-07,SKU-004,Azucar 2kg,32
2024-09-07,SKU-005,Sal 1kg,25
2024-09-08,SKU-001,Aceite de Oliva 1L,12
2024-09-08,SKU-002,Arroz 5kg,46
2024-09-08,SKU-003,Leche Entera 1L,48
2024-09-08,SKU-004,Azucar 2kg,23
2024-09-08,SKU-005,Sal 1kg,18
2024-09-09,SKU-001,Aceite de Oliva 1L,20
2024-09-09,SKU-002,Arroz 5kg,64
2024-09-09,SKU-003,Leche Entera 1L,124
2024-09-09,SKU-004,Azucar 2kg,40
2024-09-09,SKU-005,Sal 1kg,22
2024-09-10,SKU-001,Aceite de Oliva 1L,23
2024-09-10,SKU-002,Arroz 5kg,58
2024-09-10,SKU-003,Leche Entera 1L,92
2024-09-10,SKU-004,Azucar 2kg,35
2024-09-10,SKU-005,Sal 1kg,25
2024-09-11,SKU-001,Aceite de Oliva 1L,16
2024-09-11,SKU-002,Arroz 5kg,64
2024-09-11,SKU-003,Leche Entera 1L,102
2024-09-11,SKU-004,Azucar 2kg,38
2024-09-11,SKU-005,Sal 1kg,23
2024-09-12,SKU-001,Aceite de Oliva 1L,22
2024-09-12,SKU-002,Arroz 5kg,57
2024-09-12,SKU-003,Leche Entera 1L,113
2024-09-12,SKU-004,Azucar 2kg,36
2024-09-12,SKU-005,Sal 1kg,20
2024-09-13,SKU-001,Aceite de Oliva 1L,20
2024-09-13,SKU-002,Arroz 5kg,62
2024-09-13,SKU-003,Leche Entera 1L,86
2024-09-13,SKU-004,Azucar 2kg,31
2024-09-13,SKU-005,Sal 1kg,23
2024-09-14,SKU-001,Aceite de Oliva 1L,15
2024-09-14,SKU-002,Arroz 5kg,72
2024-09-14,SKU-003,Leche Entera 1L,71
2024-09-14,SKU-004,Azucar 2kg,32
2024-09-14,SKU-005,Sal 1kg,25
2024-09-15,SKU-001,Aceite de Oliva 1L,15
2024-09-15,SKU-002,Arroz 5kg,46
2024-09-15,SKU-003,Leche Entera 1L,84
2024-09-15,SKU-004,Azucar 2kg,23
2024-09-15,SKU-005,Sal 1kg,15
2024-09-16,SKU-001,Aceite de Oliva 1L,22
2024-09-16,SKU-002,Arroz 5kg,66
2024-09-16,SKU-003,Leche Entera 1L,86
2024-09-16,SKU-004,Azucar 2kg,29
2024-09-16,SKU-005,Sal 1kg,25
2024-09-17,SKU-001,Aceite de Oliva 1L,21
2024-09-17,SKU-002,Arroz 5kg,53
2024-09-17,SKU-003,Leche Entera 1L,106
2024-09-17,SKU-004,Azucar 2kg,28
2024-09-17,SKU-005,Sal 1kg,22
2024-09-18,SKU-001,Aceite de Oliva 1L,16
2024-09-18,SKU-002,Arroz 5kg,57
2024-09-18,SKU-003,Leche Entera 1L,76
2024-09-18,SKU-004,Azucar 2kg,32
2024-09-18,SKU-005,Sal 1kg,24
2024-09-19,SKU-001,Aceite de Oliva 1L,20
2024-09-19,SKU-002,Arroz 5kg,65
2024-09-19,SKU-003,Leche Entera 1L,111
2024-09-19,SKU-004,Azucar 2kg,33
2024-09-19,SKU-005,Sal 1kg,23
2024-09-20,SKU-001,Aceite de Oliva 1L,21
2024-09-20,SKU-002,Arroz 5kg,71
2024-09-20,SKU-003,Leche Entera 1L,108
2024-09-20,SKU-004,Azucar 2kg,40
2024-09-20,SKU-005,Sal 1kg,25
2024-09-21,SKU-001,Aceite de Oliva 1L,22
2024-09-21,SKU-002,Arroz 5kg,50
2024-09-21,SKU-003,Leche Entera 1L,107
2024-09-21,SKU-004,Azucar 2kg,35
2024-09-21,SKU-005,Sal 1kg,23
2024-09-22,SKU-001,Aceite de Oliva 1L,12
2024-09-22,SKU-002,Arroz 5kg,41
2024-09-22,SKU-003,Leche Entera 1L,69
2024-09-22,SKU-004,Azucar 2kg,26
2024-09-22,SKU-005,Sal 1kg,14
2024-09-23,SKU-001,Aceite de Oliva 1L,20
2024-09-23,SKU-002,Arroz 5kg,57
2024-09-23,SKU-003,Leche Entera 1L,74
2024-09-23,SKU-004,Azucar 2kg,36
2024-09-23,SKU-005,Sal 1kg,22
2024-09-24,SKU-001,Aceite de Oliva 1L,17
2024-09-24,SKU-002,Arroz 5kg,56
2024-09-24,SKU-003,Leche Entera 1L,96
2024-09-24,SKU-004,Azucar 2kg,34
2024-09-24,SKU-005,Sal 1kg,21
2024-09-25,SKU-001,Aceite de Oliva 1L,17
2024-09-25,SKU-002,Arroz 5kg,59
2024-09-25,SKU-003,Leche Entera 1L,98
2024-09-25,SKU-004,Azucar 2kg,30
2024-09-25,SKU-005,Sal 1kg,24
2024-09-26,SKU-001,Aceite de Oliva 1L,17
2024-09-26,SKU-002,Arroz 5kg,77
2024-09-26,SKU-003,Leche Entera 1L,74
2024-09-26,SKU-004,Azucar 2kg,31
2024-09-26,SKU-005,Sal 1kg,23
2024-09-27,SKU-001,Aceite de Oliva 1L,16
2024-09-27,SKU-002,Arroz 5kg,66
2024-09-27,SKU-003,Leche Entera 1L,124
2024-09-27,SKU-004,Azucar 2kg,32
2024-09-27,SKU-005,Sal 1kg,23
2024-09-28,SKU-001,Aceite de Oliva 1L,17
2024-09-28,SKU-002,Arroz 5kg,61
2024-09-28,SKU-003,Leche Entera 1L,117
2024-09-28,SKU-004,Azucar 2kg,38
2024-09-28,SKU-005,Sal 1kg,21
2024-09-29,SKU-001,Aceite de Oliva 1L,16
2024-09-29,SKU-002,Arroz 5kg,47
2024-09-29,SKU-003,Leche Entera 1L,70
2024-09-29,SKU-004,Azucar 2kg,22
2024-09-29,SKU-005,Sal 1kg,16
2024-09-30,SKU-001,Aceite de Oliva 1L,17
2024-09-30,SKU-002,Arroz 5kg,63
2024-09-30,SKU-003,Leche Entera 1L,85
2024-09-30,SKU-004,Azucar 2kg,25
2024-09-30,SKU-005,Sal 1kg,24
2024-10-01,SKU-001,Aceite de Oliva 1L,19
2024-10-01,SKU-002,Arroz 5kg,67
2024-10-01,SKU-003,Leche Entera 1L,88
2024-10-01,SKU-004,Azucar 2kg,35
2024-10-01,SKU-005,Sal 1kg,25
2024-10-02,SKU-001,Aceite de Oliva 1L,20
2024-10-02,SKU-002,Arroz 5kg,62
2024-10-02,SKU-003,Leche Entera 1L,149
2024-10-02,SKU-004,Azucar 2kg,33
2024-10-02,SKU-005,Sal 1kg,23
2024-10-03,SKU-001,Aceite de Oliva 1L,24
2024-10-03,SKU-002,Arroz 5kg,56
2024-10-03,SKU-003,Leche Entera 1L,72
2024-10-03,SKU-004,Azucar 2kg,28
2024-10-03,SKU-005,Sal 1kg,24
2024-10-04,SKU-001,Aceite de Oliva 1L,21
2024-10-04,SKU-002,Arroz 5kg,65
2024-10-04,SKU-003,Leche Entera 1L,66
2024-10-04,SKU-004,Azucar 2kg,38
2024-10-04,SKU-005,Sal 1kg,25
2024-10-05,SKU-001,Aceite de Oliva 1L,19
2024-10-05,SKU-002,Arroz 5kg,61
2024-10-05,SKU-003,Leche Entera 1L,103
2024-10-05,SKU-004,Azucar 2kg,36
2024-10-05,SKU-005,Sal 1kg,24
2024-10-06,SKU-001,Aceite de Oliva 1L,11
2024-10-06,SKU-002,Arroz 5kg,42
2024-10-06,SKU-003,Leche Entera 1L,48
2024-10-06,SKU-004,Azucar 2kg,26
2024-10-06,SKU-005,Sal 1kg,17
2024-10-07,SKU-001,Aceite de Oliva 1L,19
2024-10-07,SKU-002,Arroz 5kg,63
2024-10-07,SKU-003,Leche Entera 1L,63
2024-10-07,SKU-004,Azucar 2kg,38
2024-10-07,SKU-005,Sal 1kg,22
2024-10-08,SKU-001,Aceite de Oliva 1L,19
2024-10-08,SKU-002,Arroz 5kg,68
2024-10-08,SKU-003,Leche Entera 1L,78
2024-10-08,SKU-004,Azucar 2kg,39
2024-10-08,SKU-005,Sal 1kg,23
2024-10-09,SKU-001,Aceite de Oliva 1L,19
2024-10-09,SKU-002,Arroz 5kg,64
2024-10-09,SKU-003,Leche Entera 1L,69
2024-10-09,SKU-004,Azucar 2kg,37
2024-10-09,SKU-005,Sal 1kg,23
2024-10-10,SKU-001,Aceite de Oliva 1L,22
2024-10-10,SKU-002,Arroz 5kg,60
2024-10-10,SKU-003,Leche Entera 1L,85
2024-10-10,SKU-004,Azucar 2kg,36
2024-10-10,SKU-005,Sal 1kg,23
2024-10-11,SKU-001,Aceite de Oliva 1L,16
2024-10-11,SKU-002,Arroz 5kg,60
2024-10-11,SKU-003,Leche Entera 1L,115
2024-10-11,SKU-004,Azucar 2kg,34
2024-10-11,SKU-005,Sal 1kg,21
2024-10-12,SKU-001,Aceite de Oliva 1L,21
2024-10-12,SKU-002,Arroz 5kg,50
2024-10-12,SKU-003,Leche Entera 1L,53
2024-10-12,SKU-004,Azucar 2kg,35
2024-10-12,SKU-005,Sal 1kg,23
2024-10-13,SKU-001,Aceite de Oliva 1L,14
2024-10-13,SKU-002,Arroz 5kg,39
2024-10-13,SKU-003,Leche Entera 1L,63
2024-10-13,SKU-004,Azucar 2kg,20
2024-10-13,SKU-005,Sal 1kg,16
2024-10-14,SKU-001,Aceite de Oliva 1L,15
2024-10-14,SKU-002,Arroz 5kg,61
2024-10-14,SKU-003,Leche Entera 1L,97
2024-10-14,SKU-004,Azucar 2kg,27
2024-10-14,SKU-005,Sal 1kg,22
2024-10-15,SKU-001,Aceite de Oliva 1L,22
2024-10-15,SKU-002,Arroz 5kg,71
2024-10-15,SKU-003,Leche Entera 1L,65
2024-10-15,SKU-004,Azucar 2kg,36
2024-10-15,SKU-005,Sal 1kg,21
2024-10-16,SKU-001,Aceite de Oliva 1L,15
2024-10-16,SKU-002,Arroz 5kg,72
2024-10-16,SKU-003,Leche Entera 1L,105
2024-10-16,SKU-004,Azucar 2kg,31
2024-10-16,SKU-005,Sal 1kg,24
2024-10-17,SKU-001,Aceite de Oliva 1L,21
2024-10-17,SKU-002,Arroz 5kg,63
2024-10-17,SKU-003,Leche Entera 1L,135
2024-10-17,SKU-004,Azucar 2kg,37
2024-10-17,SKU-005,Sal 1kg,18
2024-10-18,SKU-001,Aceite de Oliva 1L,19
2024-10-18,SKU-002,Arroz 5kg,58
2024-10-18,SKU-003,Leche Entera 1L,89
2024-10-18,SKU-004,Azucar 2kg,35
2024-10-18,SKU-005,Sal 1kg,22
2024-10-19,SKU-001,Aceite de Oliva 1L,16
2024-10-19,SKU-002,Arroz 5kg,71
2024-10-19,SKU-003,Leche Entera 1L,105
2024-10-19,SKU-004,Azucar 2kg,32
2024-10-19,SKU-005,Sal 1kg,25
2024-10-20,SKU-001,Aceite de Oliva 1L,15
2024-10-20,SKU-002,Arroz 5kg,49
2024-10-20,SKU-003,Leche Entera 1L,52
2024-10-20,SKU-004,Azucar 2kg,27
2024-10-20,SKU-005,Sal 1kg,16
2024-10-21,SKU-001,Aceite de Oliva 1L,23
2024-10-21,SKU-002,Arroz 5kg,61
2024-10-21,SKU-003,Leche Entera 1L,51
2024-10-21,SKU-004,Azucar 2kg,35
2024-10-21,SKU-005,Sal 1kg,20
2024-10-22,SKU-001,Aceite de Oliva 1L,19
2024-10-22,SKU-002,Arroz 5kg,62
2024-10-22,SKU-003,Leche Entera 1L,87
2024-10-22,SKU-004,Azucar 2kg,29
2024-10-22,SKU-005,Sal 1kg,21
2024-10-23,SKU-001,Aceite de Oliva 1L,17
2024-10-23,SKU-002,Arroz 5kg,61
2024-10-23,SKU-003,Leche Entera 1L,119
2024-10-23,SKU-004,Azucar 2kg,38
2024-10-23,SKU-005,Sal 1kg,23
2024-10-24,SKU-001,Aceite de Oliva 1L,24
2024-10-24,SKU-002,Arroz 5kg,55
2024-10-24,SKU-003,Leche Entera 1L,108
2024-10-24,SKU-004,Azucar 2kg,35
2024-10-24,SKU-005,Sal 1kg,24
2024-10-25,SKU-001,Aceite de Oliva 1L,22
2024-10-25,SKU-002,Arroz 5kg,59
2024-10-25,SKU-003,Leche Entera 1L,110
2024-10-25,SKU-004,Azucar 2kg,36
2024-10-25,SKU-005,Sal 1kg,28
2024-10-26,SKU-001,Aceite de Oliva 1L,19
2024-10-26,SKU-002,Arroz 5kg,72
2024-10-26,SKU-003,Leche Entera 1L,108
2024-10-26,SKU-004,Azucar 2kg,31
2024-10-26,SKU-005,Sal 1kg,26
2024-10-27,SKU-001,Aceite de Oliva 1L,12
2024-10-27,SKU-002,Arroz 5kg,35
2024-10-27,SKU-003,Leche Entera 1L,79
2024-10-27,SKU-004,Azucar 2kg,28
2024-10-27,SKU-005,Sal 1kg,17
2024-10-28,SKU-001,Aceite de Oliva 1L,19
2024-10-28,SKU-002,Arroz 5kg,74
2024-10-28,SKU-003,Leche Entera 1L,110
2024-10-28,SKU-004,Azucar 2kg,33
2024-10-28,SKU-005,Sal 1kg,25
2024-10-29,SKU-001,Aceite de Oliva 1L,16
2024-10-29,SKU-002,Arroz 5kg,61
2024-10-29,SKU-003,Leche Entera 1L,76
2024-10-29,SKU-004,Azucar 2kg,27
2024-10-29,SKU-005,Sal 1kg,22
2024-10-30,SKU-001,Aceite de Oliva 1L,24
2024-10-30,SKU-002,Arroz 5kg,57
2024-10-30,SKU-003,Leche Entera 1L,86
2024-10-30,SKU-004,Azucar 2kg,31
2024-10-30,SKU-005,Sal 1kg,26
2024-10-31,SKU-001,Aceite de Oliva 1L,20
2024-10-31,SKU-002,Arroz 5kg,68
2024-10-31,SKU-003,Leche Entera 1L,95
2024-10-31,SKU-004,Azucar 2kg,31
2024-10-31,SKU-005,Sal 1kg,22
2024-11-01,SKU-001,Aceite de Oliva 1L,23
2024-11-01,SKU-002,Arroz 5kg,65
2024-11-01,SKU-003,Leche Entera 1L,113
2024-11-01,SKU-004,Azucar 2kg,23
2024-11-01,SKU-005,Sal 1kg,27
2024-11-02,SKU-001,Aceite de Oliva 1L,19
2024-11-02,SKU-002,Arroz 5kg,80
2024-11-02,SKU-003,Leche Entera 1L,88
2024-11-02,SKU-004,Azucar 2kg,37
2024-11-02,SKU-005,Sal 1kg,26
2024-11-03,SKU-001,Aceite de Oliva 1L,12
2024-11-03,SKU-002,Arroz 5kg,50
2024-11-03,SKU-003,Leche Entera 1L,60
2024-11-03,SKU-004,Azucar 2kg,30
2024-11-03,SKU-005,Sal 1kg,18
2024-11-04,SKU-001,Aceite de Oliva 1L,22
2024-11-04,SKU-002,Arroz 5kg,61
2024-11-04,SKU-003,Leche Entera 1L,95
2024-11-04,SKU-004,Azucar 2kg,38
2024-11-04,SKU-005,Sal 1kg,21
2024-11-05,SKU-001,Aceite de Oliva 1L,19
2024-11-05,SKU-002,Arroz 5kg,72
2024-11-05,SKU-003,Leche Entera 1L,74
2024-11-05,SKU-004,Azucar 2kg,43
2024-11-05,SKU-005,Sal 1kg,24
2024-11-06,SKU-001,Aceite de Oliva 1L,22
2024-11-06,SKU-002,Arroz 5kg,59
2024-11-06,SKU-003,Leche Entera 1L,109
2024-11-06,SKU-004,Azucar 2kg,39
2024-11-06,SKU-005,Sal 1kg,27
2024-11-07,SKU-001,Aceite de Oliva 1L,25
2024-11-07,SKU-002,Arroz 5kg,75
2024-11-07,SKU-003,Leche Entera 1L,104
2024-11-07,SKU-004,Azucar 2kg,32
2024-11-07,SKU-005,Sal 1kg,28
2024-11-08,SKU-001,Aceite de Oliva 1L,17
2024-11-08,SKU-002,Arroz 5kg,64
2024-11-08,SKU-003,Leche Entera 1L,115
2024-11-08,SKU-004,Azucar 2kg,40
2024-11-08,SKU-005,Sal 1kg,28
2024-11-09,SKU-001,Aceite de Oliva 1L,21
2024-11-09,SKU-002,Arroz 5kg,56
2024-11-09,SKU-003,Leche Entera 1L,95
2024-11-09,SKU-004,Azucar 2kg,39
2024-11-09,SKU-005,Sal 1kg,25
2024-11-10,SKU-001,Aceite de Oliva 1L,18
2024-11-10,SKU-002,Arroz 5kg,46
2024-11-10,SKU-003,Leche Entera 1L,51
2024-11-10,SKU-004,Azucar 2kg,28
2024-11-10,SKU-005,Sal 1kg,16
2024-11-11,SKU-001,Aceite de Oliva 1L,27
2024-11-11,SKU-002,Arroz 5kg,70
2024-11-11,SKU-003,Leche Entera 1L,73
2024-11-11,SKU-004,Azucar 2kg,43
2024-11-11,SKU-005,Sal 1kg,30
2024-11-12,SKU-001,Aceite de Oliva 1L,15
2024-11-12,SKU-002,Arroz 5kg,74
2024-11-12,SKU-003,Leche Entera 1L,112
2024-11-12,SKU-004,Azucar 2kg,39
2024-11-12,SKU-005,Sal 1kg,26
2024-11-13,SKU-001,Aceite de Oliva 1L,23
2024-11-13,SKU-002,Arroz 5kg,64
2024-11-13,SKU-003,Leche Entera 1L,132
2024-11-13,SKU-004,Azucar 2kg,32
2024-11-13,SKU-005,Sal 1kg,30
2024-11-14,SKU-001,Aceite de Oliva 1L,26
2024-11-14,SKU-002,Arroz 5kg,61
2024-11-14,SKU-003,Leche Entera 1L,103
2024-11-14,SKU-004,Azucar 2kg,45
2024-11-14,SKU-005,Sal 1kg,25
2024-11-15,SKU-001,Aceite de Oliva 1L,21
2024-11-15,SKU-002,Arroz 5kg,66
2024-11-15,SKU-003,Leche Entera 1L,128
2024-11-15,SKU-004,Azucar 2kg,36
2024-11-15,SKU-005,Sal 1kg,26
2024-11-16,SKU-001,Aceite de Oliva 1L,24
2024-11-16,SKU-002,Arroz 5kg,68
2024-11-16,SKU-003,Leche Entera 1L,86
2024-11-16,SKU-004,Azucar 2kg,33
2024-11-16,SKU-005,Sal 1kg,23
2024-11-17,SKU-001,Aceite de Oliva 1L,13
2024-11-17,SKU-002,Arroz 5kg,41
2024-11-17,SKU-003,Leche Entera 1L,63
2024-11-17,SKU-004,Azucar 2kg,29
2024-11-17,SKU-005,Sal 1kg,18
2024-11-18,SKU-001,Aceite de Oliva 1L,19
2024-11-18,SKU-002,Arroz 5kg,63
2024-11-18,SKU-003,Leche Entera 1L,85
2024-11-18,SKU-004,Azucar 2kg,33
2024-11-18,SKU-005,Sal 1kg,24
2024-11-19,SKU-001,Aceite de Oliva 1L,24
2024-11-19,SKU-002,Arroz 5kg,61
2024-11-19,SKU-003,Leche Entera 1L,106
2024-11-19,SKU-004,Azucar 2kg,37
2024-11-19,SKU-005,Sal 1kg,32
2024-11-20,SKU-001,Aceite de Oliva 1L,16
2024-11-20,SKU-002,Arroz 5kg,72
2024-11-20,SKU-003,Leche Entera 1L,99
2024-11-20,SKU-004,Azucar 2kg,36
2024-11-20,SKU-005,Sal 1kg,27
2024-11-21,SKU-001,Aceite de Oliva 1L,23
2024-11-21,SKU-002,Arroz 5kg,64
2024-11-21,SKU-003,Leche Entera 1L,116
2024-11-21,SKU-004,Azucar 2kg,42
2024-11-21,SKU-005,Sal 1kg,30
2024-11-22,SKU-001,Aceite de Oliva 1L,20
2024-11-22,SKU-002,Arroz 5kg,82
2024-11-22,SKU-003,Leche Entera 1L,103
2024-11-22,SKU-004,Azucar 2kg,31
2024-11-22,SKU-005,Sal 1kg,28
2024-11-23,SKU-001,Aceite de Oliva 1L,22
2024-11-23,SKU-002,Arroz 5kg,66
2024-11-23,SKU-003,Leche Entera 1L,128
2024-11-23,SKU-004,Azucar 2kg,38
2024-11-23,SKU-005,Sal 1kg,29
2024-11-24,SKU-001,Aceite de Oliva 1L,16
2024-11-24,SKU-002,Arroz 5kg,55
2024-11-24,SKU-003,Leche Entera 1L,87
2024-11-24,SKU-004,Azucar 2kg,30
2024-11-24,SKU-005,Sal 1kg,17
2024-11-25,SKU-001,Aceite de Oliva 1L,26
2024-11-25,SKU-002,Arroz 5kg,73
2024-11-25,SKU-003,Leche Entera 1L,153
2024-11-25,SKU-004,Azucar 2kg,43
2024-11-25,SKU-005,Sal 1kg,29
2024-11-26,SKU-001,Aceite de Oliva 1L,20
2024-11-26,SKU-002,Arroz 5kg,70
2024-11-26,SKU-003,Leche Entera 1L,112
2024-11-26,SKU-004,Azucar 2kg,35
2024-11-26,SKU-005,Sal 1kg,25
2024-11-27,SKU-001,Aceite de Oliva 1L,23
2024-11-27,SKU-002,Arroz 5kg,73
2024-11-27,SKU-003,Leche Entera 1L,115
2024-11-27,SKU-004,Azucar 2kg,47
2024-11-27,SKU-005,Sal 1kg,27
2024-11-28,SKU-001,Aceite de Oliva 1L,26
2024-11-28,SKU-002,Arroz 5kg,73
2024-11-28,SKU-003,Leche Entera 1L,107
2024-11-28,SKU-004,Azucar 2kg,43
2024-11-28,SKU-005,Sal 1kg,23
2024-11-29,SKU-001,Aceite de Oliva 1L,24
2024-11-29,SKU-002,Arroz 5kg,70
2024-11-29,SKU-003,Leche Entera 1L,91
2024-11-29,SKU-004,Azucar 2kg,32
2024-11-29,SKU-005,Sal 1kg,27
2024-11-30,SKU-001,Aceite de Oliva 1L,17
2024-11-30,SKU-002,Arroz 5kg,82
2024-11-30,SKU-003,Leche Entera 1L,107
2024-11-30,SKU-004,Azucar 2kg,34
2024-11-30,SKU-005,Sal 1kg,27
2024-12-01,SKU-001,Aceite de Oliva 1L,18
2024-12-01,SKU-002,Arroz 5kg,50
2024-12-01,SKU-003,Leche Entera 1L,75
2024-12-01,SKU-004,Azucar 2kg,28
2024-12-01,SKU-005,Sal 1kg,20
2024-12-02,SKU-001,Aceite de Oliva 1L,18
2024-12-02,SKU-002,Arroz 5kg,75
2024-12-02,SKU-003,Leche Entera 1L,101
2024-12-02,SKU-004,Azucar 2kg,58
2024-12-02,SKU-005,Sal 1kg,28
2024-12-03,SKU-001,Aceite de Oliva 1L,22
2024-12-03,SKU-002,Arroz 5kg,84
2024-12-03,SKU-003,Leche Entera 1L,111
2024-12-03,SKU-004,Azucar 2kg,44
2024-12-03,SKU-005,Sal 1kg,27
